"Nombre","Altura","Nac","Sueldo neto","Club","División","Edad","Posición","Valor de traspaso","Vis","Vel","Val","1v1","Lib","Lej","Téc","Tal","Ser","Sq L","Pue","Cór","Saq","SAL","Sac","Res","Rem","Reg","Ref","Fís","Pen","Pas","Mar","Mdo","Lid","JEq","Puñ","Fue","Exc","Equ","Ent","Det","Dmq","Dec","Ctr","Cnc","Com","Col","Cen","Cab","Blo","Ant","Sal2","Aér","Agr","Agi","Ace","Rec","Inf","RM"
"Riad Tahar","184 cm","FRA","1.500 € p/m","Milan","Serie A italiana","19","DF (C)","5m € - 50m €","8","11","11","3","4","5","9","5","7","10","3","3","3","3","9","12","5","6","2","13","4","11","10","3","6","8","3","11","3","12","12","8","8","10","9","12","2","12","4","12","1","10","12","2","11","8","8","- - -","",""
"William Mauro","184 cm","ITA","900 € p/m","Empoli","Serie A italiana","18","DF/CR (I)","24m € - 75m €","6","10","5","3","2","1","7","5","3","6","1","6","3","2","8","13","1","6","1","9","1","7","6","3","8","7","4","5","1","7","12","15","5","14","10","8","1","6","4","7","2","8","8","1","10","11","9","- - -","Ced",""
"Noah Baudouin","186 cm","FRA","900 € p/m","Venezia","Serie A italiana","17","DF (DC)","3m € - 30m €","6","10","6","1","4","6","3","5","4","3","2","1","1","1","7","8","1","4","1","9","1","7","8","2","2","6","3","5","3","7","9","17","5","13","6","7","2","8","1","14","2","8","12","3","10","13","10","- - -","Ced",""
"Giulio Misitano","176 cm","ITA","900 € p/m","Roma","Serie A italiana","16","DL (C)","12m € - 110m €","2","8","4","3","5","6","10","10","13","3","1","5","1","4","6","4","13","7","1","12","5","6","2","2","7","5","1","2","2","6","1","9","10","6","13","2","1","4","5","10","3","10","7","4","7","6","13","- - -","Juv",""
"Javier Limones","179 cm","ESP","675 € p/m","Sevilla B","Primera División Federación B española","21","MC, ME (C)","1,5m € - 5m €","11","13","7","1","5","5","7","5","8","4","1","1","1","2","11","7","5","6","2","12","1","10","5","3","7","7","1","5","1","7","11","15","8","14","7","8","1","5","6","6","1","7","4","3","10","13","14","- - -","",""
"Giuseppe Imparato","182 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","18","DL (C)","12m € - 130m €","5","12","7","3","6","7","10","10","12","1","2","5","2","1","7","7","14","13","2","11","6","7","4","3","3","6","2","6","3","7","3","17","12","6","14","2","3","6","3","14","2","8","8","3","12","10","8","- - -","Ced",""
"Rubén Figueiras","184 cm","ESP","675 € p/m","Vigo B","Primera División Federación A española","22","ME (C), MP (DI)","0 € - 8m €","8","13","5","1","6","5","12","15","9","5","3","8","2","3","9","5","8","10","1","12","1","10","6","2","8","8","1","4","1","8","6","15","6","7","8","3","1","7","12","1","2","10","10","1","10","13","14","- - -","",""
"Hugo López","178 cm","ESP","500 € p/m","Vigo B","Primera División Federación A española","22","ME/MP (C)","0 € - 6m €","10","10","3","2","6","7","8","10","8","1","4","5","1","1","13","8","6","8","2","12","5","11","8","2","2","8","3","4","3","8","8","10","7","7","11","8","1","4","3","6","3","6","6","1","14","11","14","- - -","",""
"Felipe Estrella","190 cm","BRA","2.400 € p/m","Genoa","Serie A italiana","20","DL (C)","350m € - 1M €","7","11","12","3","5","7","11","11","9","4","1","6","3","3","11","11","11","11","1","14","11","9","5","1","8","8","2","12","3","12","7","7","11","10","10","9","2","4","7","13","2","11","13","3","12","11","12","- - -","Ced",""
"Gianluca Fiorentino","188 cm","ITA","1.000 € p/m","Sampdoria","Serie A italiana","16","DF (C)","16m € - 50m €","1","9","6","2","1","3","1","5","2","1","1","1","2","3","4","2","1","1","2","13","1","2","12","3","10","3","2","5","4","4","9","16","1","12","4","7","1","10","1","10","3","5","12","3","11","10","11","- - -","Juv",""
"Christian Biagetti","184 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","17","DF (DC)","12m € - 120m €","5","10","7","3","1","4","2","5","4","6","1","2","3","3","7","7","4","2","1","12","4","7","8","2","6","6","3","4","2","7","13","17","6","12","7","5","4","7","4","12","2","5","10","3","7","9","14","- - -","Juv",""
"Vittorio Agostinelli","183 cm","ITA","1.900 € p/m","Fiorentina","Serie A italiana","19","ME/MP (C)","90m € - 250m €","10","11","12","3","9","11","10","9","8","6","2","12","2","2","11","9","8","9","4","11","9","11","5","2","7","10","1","8","1","10","6","11","8","9","9","10","2","6","8","7","4","10","8","3","9","11","13","- - -","Ced",""
"Tommaso Bertini","186 cm","ITA","900 € p/m","Fiorentina","Serie A italiana","17","POR","7m € - 65m €","3","8","13","3","2","3","3","2","3","3","9","2","8","8","3","2","3","1","11","15","3","7","1","4","6","4","9","3","5","4","2","6","3","11","3","8","5","7","2","1","11","6","12","9","9","13","11","- - -","Ced",""
"Michele Besaggio","181 cm","ITA","1.500 € p/m","Genoa","Serie A italiana","19","ME/MP (C)","12m € - 120m €","11","10","14","2","11","9","10","10","9","7","3","13","2","3","12","11","7","11","2","13","9","11","7","2","10","12","3","11","3","13","8","11","9","11","11","12","3","9","10","7","1","11","9","1","11","10","9","- - -","Ced",""
"Simone Cinquegrano","174 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","17","DL (C)","12m € - 120m €","5","11","4","3","4","5","12","13","8","1","3","4","1","3","5","5","12","7","1","15","5","4","1","2","9","4","1","4","1","5","3","8","12","8","12","5","3","4","1","12","2","6","5","2","9","8","12","- - -","Ced",""
"Áron Dragóner","180 cm","HUN","775 € p/m","Empoli","Serie A italiana","17","DF (C), MC","18m € - 190m €","3","8","10","3","9","5","7","5","9","6","3","9","3","1","11","7","4","5","1","6","2","11","10","3","10","9","1","6","3","10","16","4","7","9","11","11","3","9","9","8","3","6","12","3","11","9","11","- - -","",""
"Tudor Neamţiu","175 cm","ROU","1.000 € p/m","Genoa","Serie A italiana","15","ME (C)","0 € - 85m €","12","8","4","1","1","6","11","5","4","3","2","5","2","3","12","7","5","5","1","12","1","6","10","2","2","7","3","4","1","6","5","15","4","14","14","3","1","5","5","3","1","4","6","3","13","11","10","- - -","Juv",""
"Daniele Quaresima","189 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","DF (IC)","0 € - 85m €","4","12","8","3","1","2","5","5","3","5","3","1","3","2","7","12","2","2","2","11","1","4","11","2","10","6","2","5","3","6","13","2","3","7","7","6","3","9","4","12","2","9","10","2","12","10","7","- - -","Juv",""
"Edoardo Ascioti","185 cm","ITA","900 € p/m","Genoa","Serie A italiana","17","POR","3,5m € - 35m €","4","7","6","10","4","2","1","2","4","1","9","2","9","5","4","4","1","3","12","13","2","7","1","7","10","5","8","4","5","5","2","17","2","12","1","8","7","6","2","1","12","4","11","9","8","7","10","- - -","Juv",""
"Luca Patuzzo","194 cm","ITA","900 € p/m","Verona","Serie A italiana","18","POR","3m € - 28m €","5","10","13","7","4","1","5","3","6","3","11","3","5","9","5","1","3","2","13","15","2","8","1","9","4","5","6","5","5","6","2","5","3","13","5","6","9","9","1","1","9","10","11","13","11","5","8","- - -","Juv",""
"Filippo Fraraccio","172 cm","ITA","200 € p/m","Sampdoria","Serie A italiana","16","ME (C)","7m € - 22m €","12","12","1","3","4","10","11","9","3","1","1","1","3","2","10","11","5","1","3","14","1","12","7","3","1","5","1","4","3","5","8","7","7","8","12","2","4","2","3","1","1","3","3","2","11","12","12","- - -","Juv",""
"Endri Muhameti","193 cm","ITA","900 € p/m","Atalanta","Serie A italiana","16","MP (DIC)","16m € - 160m €","7","11","4","2","3","7","10","10","7","5","2","5","1","3","10","5","7","11","1","7","4","9","5","2","3","6","2","4","2","6","5","15","6","10","12","5","3","2","9","3","1","3","13","1","7","12","13","- - -","Juv",""
"Gabriele Silvio Corelli","174 cm","ITA","900 € p/m","Genoa","Serie A italiana","17","DF/CR/ME (D)","0 € - 80m €","7","14","7","1","6","6","8","5","7","4","1","5","3","1","8","9","2","7","4","9","1","8","8","1","3","7","2","5","1","7","11","8","7","7","7","6","1","6","7","6","2","9","6","3","10","14","12","- - -","Ced",""
"Mattia Perissinotto","176 cm","ITA","900 € p/m","Venezia","Serie A italiana","18","ME (C)","0 € - 55m €","14","10","4","2","3","8","6","5","9","3","1","6","2","3","11","6","7","4","1","16","2","10","9","3","2","8","3","6","1","5","7","13","4","14","11","7","4","6","8","7","3","5","5","2","9","12","13","- - -","Juv",""
"Diego Porcu","171 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","16","DF/CR (I)","0 € - 110m €","6","13","8","2","1","1","6","6","5","6","3","1","3","2","7","9","1","1","1","13","1","8","6","2","7","7","3","6","3","3","12","5","3","7","11","5","1","5","6","7","3","5","6","3","8","13","14","- - -","Juv",""
"Tommaso Angrisani","196 cm","ITA","900 € p/m","Spezia","Serie A italiana","16","POR","0 € - 75m €","4","5","9","4","7","2","1","3","6","2","12","3","11","13","5","1","1","1","8","14","2","10","3","7","8","6","11","5","5","6","2","15","2","11","1","9","7","8","3","1","13","9","15","13","12","7","9","- - -","Juv",""
"Enzo Arbona","179 cm","FRA","400 € p/m","Reims","Ligue 1 Uber Eats","17","ME (C)","2,5m € - 24m €","8","10","1","1","6","5","10","5","4","1","3","3","3","2","6","11","7","2","3","14","1","14","8","3","1","7","2","4","1","7","8","3","6","10","14","3","3","4","4","3","2","7","5","1","9","12","14","- - -","Juv",""
"Franco Davide Carretti","174 cm","ITA","900 € p/m","Bologna","Serie A italiana","15","DF (D)","40m € - 110m €","9","10","9","3","3","4","10","5","6","6","3","6","1","2","9","9","8","8","3","12","5","9","8","3","11","9","2","5","2","9","7","5","7","14","10","10","1","7","7","6","3","8","6","1","8","10","10","- - -","Juv",""
"Théodore Kimpesa","169 cm","FRA","300 € p/m","Reims","Ligue 1 Uber Eats","16","ME (C)","3m € - 28m €","12","10","6","1","6","13","8","8","7","2","1","4","3","1","7","7","5","2","2","18","1","10","4","1","2","7","1","2","2","7","4","17","4","14","9","5","4","4","5","4","1","8","5","3","7","10","14","- - -","Juv",""
"Federico Casolari","176 cm","ITA","900 € p/m","Sassuolo","Serie A italiana","18","ME (C)","2,5m € - 28m €","14","11","6","2","5","7","13","5","6","1","1","3","2","1","12","8","4","6","1","12","2","12","8","2","1","7","1","4","1","2","11","10","7","11","12","7","1","7","1","1","3","8","4","2","5","11","12","- - -","Ced",""
"Emiliano Filippis","191 cm","ITA","900 € p/m","Empoli","Serie A italiana","17","POR","2m € - 20m €","3","8","10","4","4","3","1","1","3","2","8","3","3","5","4","1","3","1","12","13","3","7","2","8","7","4","14","5","5","2","2","11","2","12","1","10","9","10","1","1","12","4","14","9","5","10","11","- - -","Ced",""
"Alessandro Logrieco","187 cm","ITA","900 € p/m","Empoli","Serie A italiana","18","ME/MP (C)","16m € - 50m €","8","13","7","2","5","3","13","13","9","1","1","5","1","1","6","7","5","7","3","12","1","10","3","3","2","6","3","4","3","6","5","7","3","9","13","1","3","6","5","3","3","4","13","2","7","13","13","- - -","Juv",""
"Niccolò Matera","158 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","17","DF/CR (DI)","12m € - 110m €","7","14","8","1","2","1","8","5","6","5","3","4","3","3","7","11","1","6","3","14","1","8","7","1","4","4","1","1","1","7","13","17","4","8","12","7","2","5","6","7","1","9","2","1","11","14","9","- - -","Juv",""
"Michele Bigonzoni","179 cm","ITA","900 € p/m","Lazio","Serie A italiana","16","DF/CR (DI)","10m € - 110m €","5","11","8","1","1","3","8","5","4","2","3","2","3","2","8","13","1","6","1","10","1","8","7","2","2","7","2","5","1","2","9","10","5","10","5","8","3","5","5","7","3","4","6","2","13","13","12","- - -","Juv",""
"Davide Serafini","160 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","ME/MP (D), DL (C)","0 € - 100m €","5","12","3","1","5","6","9","9","11","5","2","6","2","2","7","6","12","12","1","9","8","10","5","3","9","6","2","1","2","6","5","13","8","9","9","4","3","5","11","4","1","4","2","2","5","12","13","- - -","Juv",""
"Moussa Grange","181 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","ME (C)","50m € - 500m €","13","9","7","1","5","13","9","5","8","3","3","1","4","2","7","7","6","3","3","12","1","11","10","1","2","7","1","6","3","7","9","5","5","13","14","4","2","5","2","6","1","4","8","2","8","11","14","- - -","Juv",""
"Matteo Marafini","191 cm","ITA","900 € p/m","Lazio","Serie A italiana","17","MC, ME (C)","0 € - 95m €","8","10","7","2","6","7","11","5","4","3","4","6","1","3","12","7","7","4","2","8","1","11","9","1","8","7","1","5","1","7","11","12","5","10","9","3","3","6","4","4","1","11","15","1","10","11","13","- - -","Juv",""
"Thomas Prunieras","160 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","DF/CR (I)","65m € - 650m €","9","15","10","1","3","5","10","6","7","7","2","5","2","3","9","8","4","4","3","10","6","10","7","3","9","9","4","1","2","9","13","7","5","11","10","9","1","8","5","10","2","8","3","2","5","15","11","- - -","Juv",""
"Bourhane Conte","173 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","MC, ME (C)","190m € - 550m €","11","12","7","3","4","8","8","5","5","3","2","6","1","1","12","8","5","3","3","7","1","13","9","2","2","7","2","5","3","7","13","10","6","8","13","8","1","10","4","6","2","11","9","3","9","11","13","- - -","Juv",""
"Alieu Eybi Njie","172 cm","SWE","1.000 € p/m","Torino","Serie A italiana","16","MP (DI)","2m € - 22m €","4","14","6","1","5","5","10","8","7","5","2","8","2","1","7","3","10","10","3","7","1","9","4","2","1","6","3","2","2","6","2","13","8","2","10","3","2","1","10","2","1","6","3","3","6","11","14","- - -","Juv",""
"Lorenzo Conte","186 cm","ITA","900 € p/m","Sampdoria","Serie A italiana","16","DL (C)","0 € - 100m €","6","13","7","1","5","6","11","11","3","1","1","5","2","3","6","4","10","11","4","15","3","5","4","3","6","5","1","7","1","4","1","8","9","13","13","4","3","2","6","13","1","6","11","3","5","12","13","- - -","Juv",""
"Loïc Breton","184 cm","FRA","400 € p/m","Angers SCO","Ligue 1 Uber Eats","17","DF (C)","0 € - 120m €","4","10","8","2","1","4","4","5","7","3","2","5","2","1","8","5","2","1","2","10","4","5","8","2","8","6","2","7","4","7","11","19","4","14","8","8","2","14","2","11","2","9","9","1","7","8","11","- - -","Ced",""
"Jean-Mattéo Bahoya","159 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","ME/MP (I)","180m € - 550m €","8","14","7","2","5","6","13","12","8","6","1","6","2","3","12","7","7","14","1","13","1","10","4","3","11","8","4","1","3","4","4","8","4","5","14","5","3","2","11","3","3","7","1","1","8","12","14","- - -","Juv",""
"Sadio Niakaté","178 cm","FRA","300 € p/m","Angers SCO","Ligue 1 Uber Eats","16","DF (I)","35m € - 375m €","8","13","8","3","3","7","7","5","3","5","2","5","1","1","8","8","4","4","3","12","6","9","4","4","11","8","2","6","4","8","9","3","5","10","12","10","1","5","6","8","1","10","8","4","13","11","14","- - -","Juv",""
"Lucio Ceci","177 cm","ITA","1.000 € p/m","Napoli","Serie A italiana","16","ME (I), MP (IC), DL (C)","45m € - 130m €","4","9","3","1","4","6","9","10","8","4","3","4","3","1","11","11","11","8","2","7","4","9","3","2","5","6","1","2","1","12","5","11","3","9","9","8","1","3","6","5","3","6","2","1","12","8","12","- - -","Juv",""
"Florent Shehu","184 cm","SUI","1.900 € p/m","Lazio","Serie A italiana","19","MP (DC)","10m € - 110m €","10","10","9","1","7","9","14","9","8","2","2","11","1","3","9","10","9","14","2","13","2","5","7","2","11","11","2","10","1","12","9","10","9","11","14","11","2","8","9","7","2","9","11","1","9","10","10","- - -","Ced",""
"Yuri Rocchetti","172 cm","ITA","900 € p/m","Roma","Serie A italiana","18","DF/CR/ME (I)","9m € - 90m €","8","10","8","3","8","8","10","7","5","8","4","5","3","2","14","14","6","9","1","11","2","10","7","2","6","14","1","5","3","10","12","7","8","12","9","9","2","7","8","9","3","10","4","3","11","11","14","- - -","Ced",""
"Davide Bosia","185 cm","ITA","900 € p/m","Genoa","Serie A italiana","15","DF/CR (D)","22m € - 220m €","3","13","8","1","4","6","8","5","7","6","3","5","1","1","7","9","4","6","1","13","1","6","5","2","2","7","2","7","4","7","11","15","3","14","5","5","2","7","3","7","3","11","12","2","9","9","10","- - -","Juv",""
"Jonathan Jorge","181 cm","SWE","35 € p/m","Venezia","Serie A italiana","18","ME/MP (DI)","0 € - 40m €","10","11","9","3","6","7","11","10","9","5","2","7","2","3","10","10","8","10","3","11","8","9","5","3","5","9","2","6","1","8","5","16","10","9","9","10","2","7","9","5","3","9","8","3","8","11","11","- - -","Juv",""
"Youssouf Kanouté","179 cm","FRA","400 € p/m","Angers SCO","Ligue 1 Uber Eats","17","DF/CR (D)","140m € - 400m €","9","13","8","2","3","5","9","6","8","7","2","4","3","2","9","8","2","8","2","13","7","8","8","1","11","8","3","6","1","7","14","17","8","11","10","5","2","8","5","7","1","9","8","2","5","14","11","- - -","Juv",""
"Tomás Mira","183 cm","POR","900 € p/m","Torino","Serie A italiana","18","ME/MP (C)","0 € - 35m €","8","14","7","1","5","8","6","8","12","2","3","3","1","4","13","9","7","9","3","9","2","9","6","2","7","8","1","5","2","8","7","5","5","10","8","6","3","9","4","7","1","7","10","2","8","10","15","- - -","Juv",""
"Lukas Björklund","188 cm","SWE","1.600 € p/m","Milan","Serie A italiana","17","ME/MP (C)","30m € - 300m €","8","11","4","1","8","10","10","7","9","3","3","8","3","1","10","11","10","8","1","10","6","10","7","2","2","9","1","7","1","9","5","13","11","9","10","9","1","10","8","8","3","6","16","1","14","14","10","- - -","",""
"Luis Carbonell","169 cm","ESP","N/D","R. Madrid B","Primera División Federación B española","18","MP (I), DL (C)","50m € - 500m €","12","12","8","2","7","8","13","16","13","5","4","7","2","1","10","9","11","12","3","10","11","11","6","1","8","10","1","8","1","10","7","12","12","11","12","9","2","8","8","6","3","10","7","2","12","12","12","- - -","",""
